timestamp,timestamp_micro,lba,block_size,shannon_entropy
1625120874,1050789047,127569864,4096,0.39558835523196
1625120874,1050789047,127569872,4096,0.40269424982226
1625120874,1050789047,127569880,4096,0.391702492760581
1625120874,1051597393,127109600,4096,0.289053016297527
1625120874,1051597393,127109608,4096,0.288674974594952
1625120874,1051597393,127109616,4096,0.299719459512629
1625120874,1051598466,127109624,4096,0.135510792384347
1625120874,1052488398,6609632,4096,0.279398249633135
1625120874,1052489471,6609640,4096,0.369639636903499
1625120874,1057611140,6491160,4096,0.130953668958284
1625120874,1058294959,535264,512,0.360936688519137
1625120874,594284246,6609616,4096,0.310138624524237
1625120874,594285319,6609624,4096,0.38593996062583
1625120874,645051134,1076168,4096,0.516023425853202
1625120874,645681279,1076176,4096,0.384923067673207
1625120874,648325309,1076184,4096,0.493380466574187
1625120874,660313084,127569792,4096,0.495307909213511
1625120874,660314157,127569800,4096,0.49573605724978
1625120874,660314157,127569808,4096,0.506157255121473
1625120874,660314157,127569816,4096,0.497135312994882
1625120874,661024814,127109600,4096,0.289053016297527
1625120874,661024814,127109608,4096,0.288674974594952
1625120874,661024814,127109616,4096,0.299719459512629
1625120874,661024814,127109624,4096,0.130746462765614
1625120874,661679649,1076192,4096,0.493219527600347
1625120874,662818633,1076200,4096,0.495476669994584
1625120874,663486350,1076208,4096,0.494977097442149
1625120874,664142258,1076216,4096,0.494834965914826
1625120874,665345652,127569824,4096,0.495060365715953
1625120874,665345652,127569832,4096,0.889720744506301
1625120874,665346725,127569840,4096,0.861013754718076
1625120874,665346725,127569848,4096,0.645876019826311
1625120874,665903872,127109600,4096,0.289053016297527
1625120874,665904945,127109608,4096,0.288674974594952
1625120874,665904945,127109616,4096,0.299719459512629
1625120874,665904945,127109624,4096,0.13310180177994
1625120874,666534016,1076224,4096,0.493081605186362
1625120874,667208174,3282592,4096,0.494935795486716
1625120874,667821143,3282600,4096,0.49479999206893
1625120874,668436258,3282608,4096,0.493675798306521
1625120874,669068550,3282616,4096,0.494176802774112
1625120874,669649313,3282624,4096,0.502658136838604
1625120874,704597106,3282632,4096,0.501415663519429
1625120874,705193972,3282640,4096,0.493659991020932
1625120874,710762216,3282648,4096,0.501111367012438
1625120874,712291954,3282656,4096,0.498426791021269
1625120874,712972553,3282664,4096,0.512755030781278
1625120874,962134050,3282672,4096,0.504748440459754
1625120874,963334223,3282680,4096,0.498566957580661
1625120874,971728993,3282688,4096,0.512910663284587
1625120874,972791758,3282696,4096,0.501996466421387
1625120874,973463769,3282704,4096,0.499538226994901
1625120875,482354408,6883856,4096,0.452707405934048
1625120875,616288562,68760024,4096,0.873495282079219
1625120875,616288562,68760032,4096,0.840034617787083
1625120875,616289636,68760040,4096,0.860434643098653
1625120875,616289636,68760048,4096,0.791879507630022
1625120875,63651836,6763992,4096,0.297462415759932
1625120875,917763861,47859168,4096,0.421119659444432
1625120875,917894828,65072712,4096,0.151037638902839
1625120875,918010766,6275536,4096,0.25366080439024
1625120875,918114896,865800,4096,0.212726287728039
1625120875,919178734,3742424,4096,0.15422352705861
1625120875,920030020,12298296,4096,0.581684436665211
1625120875,920318791,68122912,4096,0.603603108351419
1625120875,920435803,60152672,4096,0.586313559509545
1625120875,920436876,60152680,4096,0.581186363317144
1625120875,951295707,127569952,4096,0.394304995898038
1625120875,951295707,127569960,4096,0.395901103528125
1625120875,951295707,127569968,4096,0.397188720099861
1625120875,951296781,127569976,4096,0.397118809101778
1625120875,952067554,127109600,4096,0.289053016297527
1625120875,952067554,127109608,4096,0.288674974594952
1625120875,952068627,127109616,4096,0.299719459512629
1625120875,952068627,127109624,4096,0.137968666522059
1625120875,952940309,6609648,4096,0.3716709487377
1625120875,952940309,6609656,4096,0.353666893110459
1625120875,952941383,6609664,4096,0.426516152593773
1625120875,956164030,6760440,4096,0.00687123046112536
1625120875,960686685,127569984,4096,0.991796456047814
1625120875,960687759,127569992,4096,0.992112829343468
1625120875,960687759,127570000,4096,0.992414577688927
1625120875,960687759,127570008,4096,0.99226320978152
1625120875,962136984,127109600,4096,0.289053016297527
1625120875,962138057,127109608,4096,0.288674974594952
1625120875,962138057,127109616,4096,0.299719459512629
1625120875,962138057,127109624,4096,0.140425005195587
1625120875,963418743,127570016,4096,0
1625120875,963419816,127570024,4096,0
1625120875,963419816,127570032,4096,0
1625120875,963420890,127570040,4096,0.571761381385061
1625120875,963420890,127570048,4096,0.612632159283789
1625120875,963420890,127570056,4096,0.646229518352855
1625120875,963421963,127570064,4096,0.633037038576763
1625120875,963421963,127570072,4096,0.457070337957896
1625120875,963759042,1122176,4096,0.599560969492996
1625120875,963760116,1122184,4096,0.58387985462284
1625120875,965587213,127109600,4096,0.289053016297527
1625120875,965588286,127109608,4096,0.288674974594952
1625120875,965588286,127109616,4096,0.299719459512629
1625120875,965589360,127109624,4096,0.144832647233717
1625120875,966234533,1076376,4096,0.600070515220123
1625120875,966235607,1076384,4096,0.614552868997432
1625120875,966236680,1076392,4096,0.619176353755099
1625120875,966236680,1076400,4096,0.595947929119646
1625120876,128617622,127109600,4096,0.289053016297527
1625120876,128618696,127109608,4096,0.288674974594952
1625120876,128618696,127109616,4096,0.299719459512629
1625120876,128619769,127109624,4096,0.14886358442343
1625120876,129238105,1079816,4096,0.873495282079219
1625120876,129239179,1079824,4096,0.840034617787083
1625120876,129239179,1079832,4096,0.860434643098653
1625120876,129240252,1079840,4096,0.850702894292412
1625120876,129240252,1079848,4096,0.860071103645719
1625120876,129240252,1079856,4096,0.852105978611035
1625120876,129241326,1079864,4096,0.0913286995280463
1625120876,143352483,127570080,4096,0.470927932366163
1625120876,143352483,127570088,4096,0.511140254420784
1625120876,143353557,127570096,4096,0.312296089653714
1625120876,143353557,127570104,4096,0.649362350945084
1625120876,143353557,127570112,4096,0.64505737458762
1625120876,143354630,127570120,4096,0.647383027623315
1625120876,143354630,127570128,4096,0.647669076017695
1625120876,143355704,127570136,4096,0.645410431847139
1625120876,144056699,127109600,4096,0.289053016297527
1625120876,144057773,127109608,4096,0.288674974594952
1625120876,144057773,127109616,4096,0.299719459512629
1625120876,144057773,127109624,4096,0.153913399996838
1625120876,144793120,1141080,4096,0.859647259688353
1625120876,144794194,1141088,4096,0.703534579673209
1625120876,146785536,3218752,4096,0.859647259688353
1625120876,146785536,3218760,4096,0.874453425494768
1625120876,146786610,3218768,4096,0.859243358415715
1625120876,146786610,3218776,4096,0.874477193190956
1625120876,146786610,3218784,4096,0.873881406245653
1625120876,146787683,3218792,4096,0.777280482938223
1625120876,148275554,3282712,4096,0.859647259688353
1625120876,148276628,3282720,4096,0.874453425494768
1625120876,148276628,3282728,4096,0.859243358415715
1625120876,148277701,3282736,4096,0.874477193190956
1625120876,148277701,3282744,4096,0.873881406245653
1625120876,148277701,3282752,4096,0.88382417762805
1625120876,148278775,3282760,4096,0.644832012606729
1625120876,154601690,127570144,4096,0.991966904275054
1625120876,154601690,127570152,4096,0.991173327328081
1625120876,154601690,127570160,4096,0.992963856537267
1625120876,154602763,127570168,4096,0.990132820567236
1625120876,155206070,127109600,4096,0.289053016297527
1625120876,155206070,127109608,4096,0.288674974594952
1625120876,155206070,127109616,4096,0.299719459512629
1625120876,155206070,127109624,4096,0.156301399124868
1625120876,155913507,1075384,4096,0.875918389633956
1625120876,155913507,1075392,4096,0.878717723159716
1625120876,155913507,1075400,4096,0.867639829225357
1625120876,155914580,1075408,4096,0.422147241399024
1625120876,158060507,67258520,4096,0.875918389633956
1625120876,158061580,67258528,4096,0.878717723159716
1625120876,158061580,67258536,4096,0.867639829225357
1625120876,158062654,67258544,4096,0.879084250371723
1625120876,158062654,67258552,4096,0.874981635217496
1625120876,158062654,67258560,4096,0.865759277796559
1625120876,158063727,67258568,4096,0.51162682525886
1625120876,159384132,127570176,4096,0.993242826001062
1625120876,159384132,127570184,4096,0.990569837199814
1625120876,159385206,127570192,4096,0.993415328332697
1625120876,159385206,127570200,4096,0.990271273008574
1625120876,159938058,127109600,4096,0.289053016297527
1625120876,159939132,127109608,4096,0.288674974594952
1625120876,159939132,127109616,4096,0.299719459512629
1625120876,159939132,127109624,4096,0.158414748499234
1625120876,160567129,1075512,4096,0.800215833267166
1625120876,161784478,47913848,4096,0.874173860652308
1625120876,161784478,47913856,4096,0.881921082363536
1625120876,161785552,47913864,4096,0.877107920041667
1625120876,161785552,47913872,4096,0.875686595717714
1625120876,161786625,47913880,4096,0.765106295919584
1625120876,163234777,68760152,4096,0.874173860652308
1625120876,163234777,68760160,4096,0.881921082363536
1625120876,163235850,68760168,4096,0.877107920041667
1625120876,163235850,68760176,4096,0.875686595717714
1625120876,163235850,68760184,4096,0.876977986925578
1625120876,163236924,68760192,4096,0.869865979772743
1625120876,163236924,68760200,4096,0.175103473894262
1625120876,164129002,84175104,4096,0.882404660523889
1625120876,164130076,84175112,4096,0.867291386778335
1625120876,164130076,84175120,4096,0.407971006428291
1625120876,165949658,127570208,4096,0.990670293632019
1625120876,165949658,127570216,4096,0.991792620842856
1625120876,165950732,127570224,4096,0.991475902121217
1625120876,165950732,127570232,4096,0.990962986127191
1625120876,165950732,127570240,4096,0.989857903596843
1625120876,165951805,127570248,4096,0.992576078716241
1625120876,165951805,127570256,4096,0.990235852384897
1625120876,165951805,127570264,4096,0.993049017137971
1625120876,166532569,127109600,4096,0.289053016297527
1625120876,166532569,127109608,4096,0.288674974594952
1625120876,166532569,127109616,4096,0.299719459512629
1625120876,166533642,127109624,4096,0.163052878514151
1625120876,167179889,1075528,4096,0.882404660523889
1625120876,167179889,1075536,4096,0.867291386778335
1625120876,167180963,1075544,4096,0.878518776389801
1625120876,167180963,1075552,4096,0.881111708677991
1625120876,167180963,1075560,4096,0.877965145689432
1625120876,167180963,1075568,4096,0.871578834109094
1625120876,167182036,1075576,4096,0.513062336500595
1625120876,168006484,84175232,4096,0.110994944140094
1625120876,169051000,479328,4096,0.878093831441642
1625120876,169052073,479336,4096,0.858494289708201
1625120876,169052073,479344,4096,0.879678082360547
1625120876,169053147,479352,4096,0.864459744424023
1625120876,173116344,127570272,4096,0.0589673199975983
1625120876,173116344,127570280,4096,0.63855019317368
1625120876,173117418,127570288,4096,0.635845026929775
1625120876,173117418,127570296,4096,0.638455777347372
1625120876,173118491,127570304,4096,0.637398830631191
1625120876,173118491,127570312,4096,0.637594625545071
1625120876,173118491,127570320,4096,0.643306058060546
1625120876,173119565,127570328,4096,0.642963643382519
1625120876,173821634,127109600,4096,0.289053016297527
1625120876,173821634,127109608,4096,0.288674974594952
1625120876,173821634,127109616,4096,0.299719459512629
1625120876,173821634,127109624,4096,0.16747703983347
1625120876,174522629,1131912,4096,0.878093831441642
1625120876,174523703,1131920,4096,0.858494289708201
1625120876,174523703,1131928,4096,0.879678082360547
1625120876,174523703,1131936,4096,0.886047655648235
1625120876,174524776,1131944,4096,0.881459593075461
1625120876,174524776,1131952,4096,0.882435465626728
1625120876,174524776,1131960,4096,0.499021009403403
1625120876,176186554,84307904,4096,0.883636699140069
1625120876,176186554,84307912,4096,0.804372140237507
1625120876,180874529,127570336,4096,0.605548045701516
1625120876,180874529,127570344,4096,0.16520525001111
1625120876,180875602,127570352,4096,0.489776184552158
1625120876,180875602,127570360,4096,0.638467769192286
1625120876,180875602,127570368,4096,0.637361276763401
1625120876,180876676,127570376,4096,0.63564338484185
1625120876,180877749,127570384,4096,0.637030136186963
1625120876,180877749,127570392,4096,0.634407667092892
1625120876,180877749,127570400,4096,0.634827126516637
1625120876,180878823,127570408,4096,0.635349691633435
1625120876,180878823,127570416,4096,0.636603094929449
1625120876,180878823,127570424,4096,0.637860059078324
1625120876,181637787,127109600,4096,0.289053016297527
1625120876,181637787,127109608,4096,0.288674974594952
1625120876,181638861,127109616,4096,0.299719459512629
1625120876,181638861,127109624,4096,0.174078077960528
1625120876,182249682,1080024,4096,0.883636699140069
1625120876,182250756,1080032,4096,0.887834914340656
1625120876,182250756,1080040,4096,0.882952142645619
1625120876,182251829,1080048,4096,0.882137949908951
1625120876,182251829,1080056,4096,0.881927464073985
1625120876,182251829,1080064,4096,0.867712931094342
1625120876,184534090,1075008,4096,0.883636699140069
1625120876,184534090,1075016,4096,0.887834914340656
1625120876,184535164,1075024,4096,0.882952142645619
1625120876,184535164,1075032,4096,0.882137949908951
1625120876,184535164,1075040,4096,0.881927464073985
1625120876,184536237,1075048,4096,0.884403055303682
1625120876,184536237,1075056,4096,0.721024824560462
1625120876,185471256,84308032,4096,0.884611352263386
1625120876,185471256,84308040,4096,0.884122039876914
1625120876,185472329,84308048,4096,0.879886960396473
1625120876,185472329,84308056,4096,0.467698256256109
1625120876,190022896,127570432,4096,0.244141355768573
1625120876,190023969,127570440,4096,0.64619714740081
1625120876,190023969,127570448,4096,0.650075793517127
1625120876,190025043,127570456,4096,0.649733330718042
1625120876,190025043,127570464,4096,0.647215995577729
1625120876,190025043,127570472,4096,0.651082140696391
1625120876,190026116,127570480,4096,0.645982009108217
1625120876,190026116,127570488,4096,0.646388109733209
1625120876,191191937,127109600,4096,0.289053016297527
1625120876,191191937,127109608,4096,0.288674974594952
1625120876,191193011,127109616,4096,0.299719459512629
1625120876,191193011,127109624,4096,0.17854887967671
1625120876,191731908,1139304,4096,0.884611352263386
1625120876,191731908,1139312,4096,0.884122039876914
1625120876,191732981,1139320,4096,0.879886960396473
1625120876,191732981,1139328,4096,0.887602569454558
1625120876,191732981,1139336,4096,0.876782050983386
1625120876,191734055,1139344,4096,0.888659678162562
1625120876,191734055,1139352,4096,0.850230659513139
1625120876,192632574,84308160,4096,0.867223682547905
1625120876,192633648,84308168,4096,0.00444876650423376
1625120876,201008021,127570496,4096,0.990220862688374
1625120876,201009095,127570504,4096,0.60097583042881
1625120876,201009095,127570512,4096,0.266682954058223
1625120876,201009095,127570520,4096,0.639640417825719
1625120876,201010168,127570528,4096,0.648503775028334
1625120876,201010168,127570536,4096,0.642794752692525
1625120876,201010168,127570544,4096,0.642039738496283
1625120876,201011242,127570552,4096,0.641631787110339
1625120876,201011242,127570560,4096,0.641979382667826
1625120876,201011242,127570568,4096,0.645898445414554
1625120876,201012315,127570576,4096,0.640779624847512
1625120876,201013389,127570584,4096,0.650846475715678
1625120876,201883997,127109600,4096,0.289053016297527
1625120876,201885071,127109608,4096,0.288674974594952
1625120876,201885071,127109616,4096,0.299719459512629
1625120876,201886144,127109624,4096,0.185460050045495
1625120876,202496966,1171800,4096,0.887346171017028
1625120876,202498039,1171808,4096,0.882102314385609
1625120876,202499113,1171816,4096,0.882144675168038
1625120876,202499113,1171824,4096,0.891903031412003
1625120876,202499113,1171832,4096,0.880950896383213
1625120876,202499113,1171840,4096,0.612870911240785
1625120876,204886577,819424,4096,0.887346171017028
1625120876,204886577,819432,4096,0.882102314385609
1625120876,204887650,819440,4096,0.882144675168038
1625120876,204887650,819448,4096,0.891903031412003
1625120876,204888724,819456,4096,0.880950896383213
1625120876,204888724,819464,4096,0.884581221948839
1625120876,204889797,819472,4096,0.882929124231776
1625120876,204889797,819480,4096,0.119507114183888
1625120876,205841992,818528,4096,0.8713234917798
1625120876,205841992,818536,4096,0.867846798750119
1625120876,205841992,818544,4096,0.325351730669211
1625120876,207178499,48184832,4096,0.8713234917798
1625120876,207178499,48184840,4096,0.867846798750119
1625120876,207179573,48184848,4096,0.890678437568449
1625120876,207179573,48184856,4096,0.881861038482015
1625120876,207180646,48184864,4096,0.877931185910967
1625120876,207180646,48184872,4096,0.878267833256548
1625120876,207180646,48184880,4096,0.452288306575881
1625120876,207980404,818656,4096,0.12238654787834
1625120876,209102211,819488,4096,0.886732936961119
1625120876,209103285,819496,4096,0.857679680440028
1625120876,209103285,819504,4096,0.880726649846501
1625120876,209104358,819512,4096,0.837309249491646
1625120876,210535334,48518336,4096,0.886732936961119
1625120876,210536407,48518344,4096,0.857679680440028
1625120876,210536407,48518352,4096,0.880726649846501
1625120876,210537481,48518360,4096,0.855912410180455
1625120876,210537481,48518368,4096,0.850537684290838
1625120876,210537481,48518376,4096,0.869283488301378
1625120876,210538554,48518384,4096,0.490115096251046
1625120876,211427412,818784,4096,0.87484385524123
1625120876,211427412,818792,4096,0.813932551044625
1625120876,212796125,48518464,4096,0.87484385524123
1625120876,212797198,48518472,4096,0.879797059208657
1625120876,212797198,48518480,4096,0.884972527019506
1625120876,212798272,48518488,4096,0.875564126206141
1625120876,212798272,48518496,4096,0.886308924374928
1625120876,212798272,48518504,4096,0.869997518865986
1625120876,212799345,48518512,4096,0.0430222332149777
1625120876,214242129,48518464,4096,0.87484385524123
1625120876,214242129,48518472,4096,0.879797059208657
1625120876,214243203,48518480,4096,0.884972527019506
1625120876,214243203,48518488,4096,0.875564126206141
1625120876,214244276,48518496,4096,0.886308924374928
1625120876,214244276,48518504,4096,0.873782492993496
1625120876,214244276,48518512,4096,0.733938941170251
1625120876,215230823,818912,4096,0.878177214040704
1625120876,215230823,818920,4096,0.883441777025313
1625120876,215231896,818928,4096,0.868667031132593
1625120876,215231896,818936,4096,0.694150566294844
1625120876,216671460,48518720,4096,0.878177214040704
1625120876,216671460,48518728,4096,0.883441777025313
1625120876,216672533,48518736,4096,0.868667031132593
1625120876,216672533,48518744,4096,0.872591493626058
1625120876,216672533,48518752,4096,0.879952707117733
1625120876,216673607,48518760,4096,0.890697293854011
1625120876,216673607,48518768,4096,0.899409539049421
1625120876,216674680,48518776,4096,0.278994140914528
1625120876,217407881,819040,4096,0.819831501165571
1625120876,219099717,127570592,4096,0.652830754276874
1625120876,219099717,127570600,4096,0.651684824521367
1625120876,219100790,127570608,4096,0.65356391067964
1625120876,219100790,127570616,4096,0.541580477010166
1625120876,219650422,127109600,4096,0.289053016297527
1625120876,219650422,127109608,4096,0.288674974594952
1625120876,219650422,127109616,4096,0.299719459512629
1625120876,219651496,127109624,4096,0.187846105627256
1625120876,220271979,1171848,4096,0.88733442818677
1625120876,220273052,1171856,4096,0.889783968686274
1625120876,220273052,1171864,4096,0.878449193012679
1625120876,220274126,1171872,4096,0.897354314897431
